species_id,park_code,park_name,order,family,scientific_name,common_names,raptor_group,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
ACAD-1209,ACAD,Acadia,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
ACAD-1210,ACAD,Acadia,Passeriformes,Calcariidae,Calcarius lapponicus,Lapland Longspur,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1211,ACAD,Acadia,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD-1212,ACAD,Acadia,Passeriformes,Cardinalidae,Cardinalis cardinalis,Northern Cardinal,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1213,ACAD,Acadia,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbeak,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD-1214,ACAD,Acadia,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1215,ACAD,Acadia,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1216,ACAD,Acadia,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,N/A,Approved,Present,Native,Rare,Unknown,Least Concern,False,,False
ACAD-1217,ACAD,Acadia,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1218,ACAD,Acadia,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,N/A,Approved,Not Present (False Report),Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1219,ACAD,Acadia,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD-1220,ACAD,Acadia,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD-1221,ACAD,Acadia,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1222,ACAD,Acadia,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD-1223,ACAD,Acadia,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,N/A,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD-1224,ACAD,Acadia,Passeriformes,Corvidae,Corvus corax,Common Raven,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1225,ACAD,Acadia,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1226,ACAD,Acadia,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD-1227,ACAD,Acadia,Passeriformes,Emberizidae,Ammodramus caudacutus,"Saltmarsh Sharp-Tailed Sparrow, Saltmarsh Sparrow",N/A,Approved,Not Present (False Report),Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD-1228,ACAD,Acadia,Passeriformes,Emberizidae,Ammodramus leconteii,Le Conte's Sparrow,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1229,ACAD,Acadia,Passeriformes,Emberizidae,Ammodramus nelsoni,Nelson's Sharp-Tailed Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1230,ACAD,Acadia,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,N/A,Approved,Not Confirmed,Not Native,Unknown,Unknown,Species of Concern,True,,False
ACAD-1231,ACAD,Acadia,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1232,ACAD,Acadia,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1233,ACAD,Acadia,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1234,ACAD,Acadia,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1235,ACAD,Acadia,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,N/A,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
ACAD-1236,ACAD,Acadia,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1237,ACAD,Acadia,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1238,ACAD,Acadia,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,N/A,Approved,Not Present (Historical Report),Native,Unknown,Migratory,Least Concern,False,,False
ACAD-1239,ACAD,Acadia,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD-1240,ACAD,Acadia,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-Sided Towhee",N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1241,ACAD,Acadia,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1242,ACAD,Acadia,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,N/A,Approved,Present,Native,Unknown,Migratory,Least Concern,False,,False
ACAD-1243,ACAD,Acadia,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD-1244,ACAD,Acadia,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1245,ACAD,Acadia,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1246,ACAD,Acadia,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD-1247,ACAD,Acadia,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1248,ACAD,Acadia,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,N/A,Approved,Not Present (False Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1249,ACAD,Acadia,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,N/A,Approved,Not Present (Historical Report),Native,Unknown,Migratory,Least Concern,False,,False
ACAD-1250,ACAD,Acadia,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1251,ACAD,Acadia,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,N/A,Approved,Not Present (Historical Report),Native,Unknown,Resident,Least Concern,False,,False
ACAD-1252,ACAD,Acadia,Passeriformes,Fringillidae,Carduelis hornemanni,Hoary Redpoll,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1253,ACAD,Acadia,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1254,ACAD,Acadia,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1255,ACAD,Acadia,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,N/A,Approved,Present,Not Native,Common,Unknown,Least Concern,False,,False
ACAD-1256,ACAD,Acadia,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1257,ACAD,Acadia,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,N/A,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1258,ACAD,Acadia,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,N/A,Approved,Present,Native,Abundant,Breeder,Species of Concern,True,,False
ACAD-1259,ACAD,Acadia,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,N/A,Approved,Present,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD-1260,ACAD,Acadia,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,N/A,Approved,Not Present (Historical Report),Native,Unknown,Resident,Least Concern,False,,False
ACAD-1261,ACAD,Acadia,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1262,ACAD,Acadia,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1263,ACAD,Acadia,Passeriformes,Hirundinidae,Progne subis,Purple Martin,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
ACAD-1264,ACAD,Acadia,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True,,False
ACAD-1265,ACAD,Acadia,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1266,ACAD,Acadia,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,N/A,Approved,Present,Native,Abundant,Breeder,Species of Concern,True,,False
ACAD-1267,ACAD,Acadia,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1268,ACAD,Acadia,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1269,ACAD,Acadia,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,N/A,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD-1270,ACAD,Acadia,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1271,ACAD,Acadia,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1272,ACAD,Acadia,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1273,ACAD,Acadia,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1274,ACAD,Acadia,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1275,ACAD,Acadia,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,N/A,Approved,Present,Native,Abundant,Unknown,Least Concern,False,,False
ACAD-1276,ACAD,Acadia,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,N/A,Approved,Present,Native,Rare,Unknown,Least Concern,False,,False
ACAD-1277,ACAD,Acadia,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1278,ACAD,Acadia,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,N/A,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD-1279,ACAD,Acadia,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD-1280,ACAD,Acadia,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1281,ACAD,Acadia,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1282,ACAD,Acadia,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1283,ACAD,Acadia,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,N/A,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD-1284,ACAD,Acadia,Passeriformes,Muscicapidae,Oenanthe oenanthe,Northern Wheatear,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1285,ACAD,Acadia,Passeriformes,Paridae,Baeolophus bicolor,Tufted Titmouse,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1286,ACAD,Acadia,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1287,ACAD,Acadia,Passeriformes,Paridae,Poecile hudsonica,Boreal Chickadee,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD-1288,ACAD,Acadia,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1289,ACAD,Acadia,Passeriformes,Parulidae,Dendroica castanea,Bay-Breasted Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1290,ACAD,Acadia,Passeriformes,Parulidae,Dendroica cerulea,Cerulean Warbler,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1291,ACAD,Acadia,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1292,ACAD,Acadia,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,N/A,Approved,Present,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD-1293,ACAD,Acadia,Passeriformes,Parulidae,Dendroica dominica,Yellow-Throated Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1294,ACAD,Acadia,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1295,ACAD,Acadia,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1296,ACAD,Acadia,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1297,ACAD,Acadia,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1298,ACAD,Acadia,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1299,ACAD,Acadia,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,N/A,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1300,ACAD,Acadia,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1301,ACAD,Acadia,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1302,ACAD,Acadia,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,N/A,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
ACAD-1303,ACAD,Acadia,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1304,ACAD,Acadia,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1305,ACAD,Acadia,Passeriformes,Parulidae,Helmitheros vermivorum,Worm-Eating Warbler,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1306,ACAD,Acadia,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD-1307,ACAD,Acadia,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1308,ACAD,Acadia,Passeriformes,Parulidae,Oporornis agilis,Connecticut Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1309,ACAD,Acadia,Passeriformes,Parulidae,Oporornis formosus,Kentucky Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1310,ACAD,Acadia,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,N/A,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
ACAD-1311,ACAD,Acadia,Passeriformes,Parulidae,Parula americana,Northern Parula,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1312,ACAD,Acadia,Passeriformes,Parulidae,Protonotaria citrea,Prothonotary Warbler,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1313,ACAD,Acadia,Passeriformes,Parulidae,Seiurus aurocapilla,Ovenbird,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1314,ACAD,Acadia,Passeriformes,Parulidae,Seiurus motacilla,Louisiana Waterthrush,N/A,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1315,ACAD,Acadia,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD-1316,ACAD,Acadia,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1317,ACAD,Acadia,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1318,ACAD,Acadia,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Under Review,True,,False
ACAD-1319,ACAD,Acadia,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1320,ACAD,Acadia,Passeriformes,Parulidae,Vermivora pinus,Blue-Winged Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1321,ACAD,Acadia,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD-1322,ACAD,Acadia,Passeriformes,Parulidae,Wilsonia canadensis,Canada Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1323,ACAD,Acadia,Passeriformes,Parulidae,Wilsonia citrina,Hooded Warbler,N/A,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD-1324,ACAD,Acadia,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD-1325,ACAD,Acadia,Passeriformes,Passeridae,Passer domesticus,House Sparrow,N/A,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1326,ACAD,Acadia,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
ACAD-1327,ACAD,Acadia,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1328,ACAD,Acadia,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD-1329,ACAD,Acadia,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD-1330,ACAD,Acadia,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,N/A,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD-1331,ACAD,Acadia,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,N/A,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD-1332,ACAD,Acadia,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
ACAD-1333,ACAD,Acadia,Passeriformes,Troglodytidae,Cistothorus platensis,Sedge Wren,N/A,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
ACAD-1334,ACAD,Acadia,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,N/A,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
