species_id,park_code,park_name,order,family,scientific_name,common_names,raptor_group,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
CARE-1240,CARE,Capitol Reef,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,N/A,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True,,False
CARE-1241,CARE,Capitol Reef,Passeriformes,Parulidae,Parula americana,Northern Parula,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1242,CARE,Capitol Reef,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1243,CARE,Capitol Reef,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1244,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1245,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora luciae,Lucy's Warbler,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CARE-1246,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1247,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,N/A,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CARE-1248,CARE,Capitol Reef,Passeriformes,Parulidae,Vermivora virginiae,Virginia's Warbler,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1249,CARE,Capitol Reef,Passeriformes,Parulidae,Wilsonia citrina,Hooded Warbler,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1250,CARE,Capitol Reef,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,N/A,Approved,Present,Native,Common,Migratory,Species of Concern,True,,False
CARE-1251,CARE,Capitol Reef,Passeriformes,Passeridae,Passer domesticus,House Sparrow,N/A,Approved,Present,Not Native,Rare,Resident,Least Concern,False,,False
CARE-1252,CARE,Capitol Reef,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1253,CARE,Capitol Reef,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CARE-1254,CARE,Capitol Reef,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1255,CARE,Capitol Reef,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CARE-1256,CARE,Capitol Reef,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CARE-1257,CARE,Capitol Reef,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
CARE-1258,CARE,Capitol Reef,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,N/A,Approved,Present,Not Native,Rare,Resident,Least Concern,False,,False
CARE-1259,CARE,Capitol Reef,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon Wren,N/A,Approved,Present,Native,Common,Resident,Least Concern,False,,False
CARE-1260,CARE,Capitol Reef,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1261,CARE,Capitol Reef,Passeriformes,Troglodytidae,Salpinctes obsoletus,Rock Wren,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CARE-1262,CARE,Capitol Reef,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1263,CARE,Capitol Reef,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1264,CARE,Capitol Reef,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1265,CARE,Capitol Reef,Passeriformes,Turdidae,Catharus fuscescens,Veery,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1266,CARE,Capitol Reef,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CARE-1267,CARE,Capitol Reef,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,N/A,Approved,Present,Native,Uncommon,Resident,Least Concern,False,,False
CARE-1268,CARE,Capitol Reef,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1269,CARE,Capitol Reef,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1270,CARE,Capitol Reef,Passeriformes,Turdidae,Sialia currucoides,Mountain Bluebird,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1271,CARE,Capitol Reef,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,N/A,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
CARE-1272,CARE,Capitol Reef,Passeriformes,Turdidae,Turdus migratorius,American Robin,N/A,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
CARE-1273,CARE,Capitol Reef,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CARE-1274,CARE,Capitol Reef,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1275,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax hammondii,Hammond's Flycatcher,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1276,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CARE-1277,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1278,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,N/A,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CARE-1279,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax traillii extimus,Willow Flycatcher (extimus subspecies),N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Endangered,True,,False
CARE-1280,CARE,Capitol Reef,Passeriformes,Tyrannidae,Empidonax wrightii,Gray Flycatcher,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1281,CARE,Capitol Reef,Passeriformes,Tyrannidae,Myiarchus cinerascens,Ash-Throated Flycatcher,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1282,CARE,Capitol Reef,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,N/A,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CARE-1283,CARE,Capitol Reef,Passeriformes,Tyrannidae,Sayornis nigricans,Black Phoebe,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CARE-1284,CARE,Capitol Reef,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1285,CARE,Capitol Reef,Passeriformes,Tyrannidae,Tyrannus forficatus,Scissor-Tailed Flycatcher,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
CARE-1286,CARE,Capitol Reef,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1287,CARE,Capitol Reef,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1288,CARE,Capitol Reef,Passeriformes,Tyrannidae,Tyrannus vociferans,Cassin's Kingbird,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
CARE-1289,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1290,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo olivaceus,Red-Eyed Vireo,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CARE-1291,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1292,CARE,Capitol Reef,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
CARE-1293,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,N/A,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CARE-1294,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True,,False
CARE-1295,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Bubulcus ibis,Cattle Egret,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CARE-1296,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Butorides virescens,Green Heron,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
CARE-1297,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Egretta thula,Snowy Egret,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1298,CARE,Capitol Reef,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,N/A,Approved,Present,Native,Occasional,Migratory,Species of Concern,True,,False
CARE-1299,CARE,Capitol Reef,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,N/A,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
CARE-1300,CARE,Capitol Reef,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,N/A,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
CARE-1301,CARE,Capitol Reef,Piciformes,Picidae,Colaptes auratus,Northern Flicker,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1302,CARE,Capitol Reef,Piciformes,Picidae,Melanerpes lewis,Lewis' Woodpecker,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
CARE-1303,CARE,Capitol Reef,Piciformes,Picidae,Picoides dorsalis,American Three-Toed Woodpecker,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
CARE-1304,CARE,Capitol Reef,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
CARE-1305,CARE,Capitol Reef,Piciformes,Picidae,Picoides scalaris,Ladder-Backed Woodpecker,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
CARE-1306,CARE,Capitol Reef,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
CARE-1307,CARE,Capitol Reef,Piciformes,Picidae,Sphyrapicus nuchalis,Red-Naped Sapsucker,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
CARE-1308,CARE,Capitol Reef,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,N/A,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
CARE-1309,CARE,Capitol Reef,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CARE-1310,CARE,Capitol Reef,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-Billed Grebe,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
CARE-1311,CARE,Capitol Reef,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False,Strigidae,True
CARE-1312,CARE,Capitol Reef,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,True,Strigidae,True
CARE-1313,CARE,Capitol Reef,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,True,Strigidae,True
CARE-1314,CARE,Capitol Reef,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False,Strigidae,True
CARE-1315,CARE,Capitol Reef,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,Strigidae,True
CARE-1316,CARE,Capitol Reef,Strigiformes,Strigidae,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Owl,Approved,Present,Native,Rare,Resident,Least Concern,False,Strigidae,True
CARE-1317,CARE,Capitol Reef,Strigiformes,Strigidae,Megascops kennicottii,Western Screech-Owl,Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,Strigidae,True
CARE-1318,CARE,Capitol Reef,Strigiformes,Strigidae,Otus flammeolus,Flammulated Owl,Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False,Strigidae,True
CARE-1319,CARE,Capitol Reef,Strigiformes,Strigidae,Strix occidentalis lucida,Mexican Spotted Owl,Owl,Approved,Present,Native,Rare,Breeder,Threatened,True,Strigidae,True
CARE-1320,CARE,Capitol Reef,Strigiformes,Tytonidae,Tyto alba,Barn Owl,Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,Tytonidae,True
CAVE-1092,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Hawk,Approved,Present,Native,Unknown,Breeder,Species of Concern,True,Accipitridae,True
CAVE-1093,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
CAVE-1094,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Accipitridae,True
CAVE-1095,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Eagle,Approved,Present,Native,Unknown,Breeder,Species of Concern,True,Accipitridae,True
CAVE-1096,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo albonotatus,Zone-Tailed Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
CAVE-1097,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo brachyurus,Short-Tailed Hawk,Hawk,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,Accipitridae,True
CAVE-1098,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Hawk,Approved,Present,Native,Unknown,Breeder,Least Concern,False,Accipitridae,True
CAVE-1099,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Accipitridae,True
CAVE-1100,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Hawk,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True,Accipitridae,True
CAVE-1101,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo nitidus,Gray Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
CAVE-1102,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Hawk,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,Accipitridae,True
CAVE-1103,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo regalis,Ferruginous Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
CAVE-1104,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
CAVE-1105,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Buteogallus anthracinus,Common Black-Hawk,Hawk,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,Accipitridae,True
CAVE-1106,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Harrier,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Accipitridae,True
CAVE-1107,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Kite,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True,Accipitridae,True
CAVE-1108,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Eagle,Approved,Present,Native,Unknown,Vagrant,In Recovery,True,Accipitridae,True
CAVE-1109,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Ictinia mississippiensis,Mississippi Kite,Kite,Approved,Present,Native,Unknown,Unknown,Least Concern,False,Accipitridae,True
CAVE-1110,CAVE,Carlsbad Caverns,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Hawk,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Accipitridae,True
CAVE-1111,CAVE,Carlsbad Caverns,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Vulture,Approved,Present,Native,Unknown,Breeder,Species of Concern,True,Cathartidae,True
CAVE-1112,CAVE,Carlsbad Caverns,Accipitriformes,Cathartidae,Coragyps atratus,Black Vulture,Vulture,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,Cathartidae,True
CAVE-1113,CAVE,Carlsbad Caverns,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Osprey,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Pandionidae,True
CAVE-1114,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aix sponsa,Wood Duck,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1115,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas acuta,Northern Pintail,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1116,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas americana,American Wigeon,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1117,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1118,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1119,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1120,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas discors,Blue-Winged Teal,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1121,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1122,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Anas strepera,Gadwall,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1123,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1124,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aythya americana,Redhead,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1125,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1126,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Aythya valisineria,Canvasback,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1127,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Branta canadensis,Canada Goose,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1128,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1129,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1130,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Chen caerulescens,Snow Goose,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1131,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Cygnus columbianus,Tundra Swan,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1132,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Dendrocygna autumnalis,Black-Bellied Whistling-Duck,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1133,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Lophodytes cucullatus,Hooded Merganser,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1134,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Mergus merganser,Common Merganser,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1135,CAVE,Carlsbad Caverns,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1136,CAVE,Carlsbad Caverns,Apodiformes,Apodidae,Aeronautes saxatalis,White-Throated Swift,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1137,CAVE,Carlsbad Caverns,Apodiformes,Apodidae,Chaetura pelagica,Chimney Swift,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1138,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Archilochus alexandri,Black-Chinned Hummingbird,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1139,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Calothorax lucifer,Lucifer Hummingbird,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1140,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Calypte anna,Anna's Hummingbird,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1141,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Calypte costae,Costa's Hummingbird,N/A,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1142,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Cynanthus latirostris,Broad-Billed Hummingbird,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1143,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Eugenes fulgens,Magnificent Hummingbird,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1144,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Lampornis clemenciae,Blue-Throated Hummingbird,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1145,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Selasphorus platycercus,Broad-Tailed Hummingbird,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1146,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1147,CAVE,Carlsbad Caverns,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1148,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Caprimulgus vociferus,Whip-Poor-Will,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1149,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,N/A,Approved,Present,Native,Unknown,Resident,Species of Concern,True,,False
CAVE-1150,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1151,CAVE,Carlsbad Caverns,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1152,CAVE,Carlsbad Caverns,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1153,CAVE,Carlsbad Caverns,Charadriiformes,Laridae,Chlidonias niger,Black Tern,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1154,CAVE,Carlsbad Caverns,Charadriiformes,Laridae,Larus delawarensis,Ring-Billed Gull,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1155,CAVE,Carlsbad Caverns,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-Necked Stilt,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1156,CAVE,Carlsbad Caverns,Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1157,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Actitis macularius,Spotted Sandpiper,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1158,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1159,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1160,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Calidris mauri,Western Sandpiper,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1161,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
