,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
45768,GRSM-1219,GRSM,Great Smoky Mountains,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
45769,GRSM-1220,GRSM,Great Smoky Mountains,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Common,Resident,Least Concern,False
45770,GRSM-1221,GRSM,Great Smoky Mountains,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Common,Breeder,Least Concern,False
45772,GRSM-1223,GRSM,Great Smoky Mountains,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Uncommon,Resident,Least Concern,False
45773,GRSM-1224,GRSM,Great Smoky Mountains,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Occasional,Resident,Least Concern,False
45775,GRSM-1226,GRSM,Great Smoky Mountains,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
45777,GRSM-1228,GRSM,Great Smoky Mountains,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Approved,Present,Native,Occasional,Migratory,Least Concern,False
45778,GRSM-1229,GRSM,Great Smoky Mountains,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Rare,Migratory,Species of Concern,True
45779,GRSM-1230,GRSM,Great Smoky Mountains,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
45780,GRSM-1231,GRSM,Great Smoky Mountains,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45782,GRSM-1233,GRSM,Great Smoky Mountains,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45785,GRSM-1236,GRSM,Great Smoky Mountains,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Present,Native,Uncommon,Migratory,Least Concern,False
45787,GRSM-1238,GRSM,Great Smoky Mountains,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45788,GRSM-1239,GRSM,Great Smoky Mountains,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45791,GRSM-1242,GRSM,Great Smoky Mountains,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
45792,GRSM-1243,GRSM,Great Smoky Mountains,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45793,GRSM-1244,GRSM,Great Smoky Mountains,Passeriformes,Mimidae,Mimus polyglottos,"Mockingbird, Northern Mockingbird",Approved,Present,Native,Rare,Resident,Least Concern,False
45794,GRSM-1245,GRSM,Great Smoky Mountains,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45795,GRSM-1246,GRSM,Great Smoky Mountains,Passeriformes,Motacillidae,Anthus rubescens,Water Pipit,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
45796,GRSM-1247,GRSM,Great Smoky Mountains,Passeriformes,Motacillidae,Anthus spinoletta,Water Pipit,Approved,Not Present (False Report),Unknown,Unknown,Unknown,Least Concern,False
45798,GRSM-1249,GRSM,Great Smoky Mountains,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,Approved,Present,Native,Common,Breeder,Least Concern,False
45800,GRSM-1251,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Common,Breeder,Least Concern,False
45803,GRSM-1254,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Common,Resident,Least Concern,False
45804,GRSM-1255,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,Approved,Present,Native,Uncommon,Resident,Least Concern,False
45808,GRSM-1259,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
45810,GRSM-1261,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45811,GRSM-1262,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45812,GRSM-1263,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
45814,GRSM-1265,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,Approved,Present,Native,Abundant,Breeder,Least Concern,False
45815,GRSM-1266,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Uncommon,Resident,Least Concern,False
45817,GRSM-1268,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
45818,GRSM-1269,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Limnothlypis swainsonii,Swainson's Warbler,Approved,Present,Native,Rare,Breeder,Least Concern,False
45819,GRSM-1270,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Common,Breeder,Least Concern,False
45823,GRSM-1274,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Parula americana,Northern Parula,Approved,Present,Native,Common,Breeder,Least Concern,False
45826,GRSM-1277,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Seiurus motacilla,Louisiana Waterthrush,Approved,Present,Native,Common,Breeder,Least Concern,False
45827,GRSM-1278,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Rare,Migratory,Least Concern,False
45828,GRSM-1279,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Uncommon,Resident,Least Concern,False
45830,GRSM-1281,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Occasional,Migratory,Least Concern,False
45838,GRSM-1289,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True
45841,GRSM-1292,GRSM,Great Smoky Mountains,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
45842,GRSM-1293,GRSM,Great Smoky Mountains,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Present,Not Native,Rare,Resident,Least Concern,False
45843,GRSM-1294,GRSM,Great Smoky Mountains,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,Approved,Present,Native,Common,Breeder,Least Concern,False
45844,GRSM-1295,GRSM,Great Smoky Mountains,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Uncommon,Resident,Least Concern,False
45845,GRSM-1296,GRSM,Great Smoky Mountains,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Common,Breeder,Least Concern,False
45847,GRSM-1298,GRSM,Great Smoky Mountains,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Common,Breeder,Least Concern,False
45848,GRSM-1299,GRSM,Great Smoky Mountains,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Rare,Breeder,Least Concern,False
45849,GRSM-1300,GRSM,Great Smoky Mountains,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Occasional,Migratory,Least Concern,False
45850,GRSM-1301,GRSM,Great Smoky Mountains,Passeriformes,Troglodytidae,Cistothorus platensis,Sedge Wren,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
45851,GRSM-1302,GRSM,Great Smoky Mountains,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
45853,GRSM-1304,GRSM,Great Smoky Mountains,Passeriformes,Troglodytidae,Thryothorus ludovicianus,Carolina Wren,Approved,Present,Native,Common,Breeder,Least Concern,False
45854,GRSM-1305,GRSM,Great Smoky Mountains,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Rare,Breeder,Least Concern,False
45855,GRSM-1306,GRSM,Great Smoky Mountains,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Present,Native,Common,Breeder,Least Concern,False
45856,GRSM-1307,GRSM,Great Smoky Mountains,Passeriformes,Turdidae,Catharus fuscescens,Veery,Approved,Present,Native,Common,Breeder,Least Concern,False
45857,GRSM-1308,GRSM,Great Smoky Mountains,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45858,GRSM-1309,GRSM,Great Smoky Mountains,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
45859,GRSM-1310,GRSM,Great Smoky Mountains,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Common,Migratory,Least Concern,False
45861,GRSM-1312,GRSM,Great Smoky Mountains,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45862,GRSM-1313,GRSM,Great Smoky Mountains,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Common,Breeder,Least Concern,False
45864,GRSM-1315,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Rare,Breeder,Species of Concern,True
45865,GRSM-1316,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Contopus virens,Eastern Wood-Pewee,Approved,Present,Native,Common,Breeder,Least Concern,False
45868,GRSM-1319,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45869,GRSM-1320,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
45871,GRSM-1322,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45872,GRSM-1323,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,Approved,Present,Native,Common,Breeder,Least Concern,False
45876,GRSM-1327,GRSM,Great Smoky Mountains,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
45878,GRSM-1329,GRSM,Great Smoky Mountains,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Occasional,Migratory,Least Concern,False
45879,GRSM-1330,GRSM,Great Smoky Mountains,Passeriformes,Vireonidae,Vireo griseus,White-Eyed Vireo,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45882,GRSM-1333,GRSM,Great Smoky Mountains,Passeriformes,Vireonidae,Vireo solitarius,"Blue-Headed Vireo, Solitary Vireo",Approved,Present,Native,Abundant,Breeder,Least Concern,False
45883,GRSM-1334,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Ardea alba,Great Egret,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
45885,GRSM-1336,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Resident,Species of Concern,True
45887,GRSM-1338,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Butorides virescens,Green-Backed Heron,Approved,Present,Native,Rare,Breeder,Least Concern,False
45888,GRSM-1339,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Egretta caerulea,Little Blue Heron,Approved,Present,Native,Occasional,Migratory,Least Concern,False
45889,GRSM-1340,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Ixobrychus exilis,Least Bittern,Approved,Not Present (False Report),Native,Unknown,Unknown,Least Concern,False
45890,GRSM-1341,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Nyctanassa violacea,Yellow-Crowned Night-Heron,Approved,Present,Native,Occasional,Breeder,Least Concern,False
45891,GRSM-1342,GRSM,Great Smoky Mountains,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Not Present,Native,Unknown,Unknown,Species of Concern,True
45892,GRSM-1343,GRSM,Great Smoky Mountains,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Not Present (False Report),Native,Unknown,Unknown,Species of Concern,True
45893,GRSM-1344,GRSM,Great Smoky Mountains,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45894,GRSM-1345,GRSM,Great Smoky Mountains,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
45895,GRSM-1346,GRSM,Great Smoky Mountains,Piciformes,Picidae,Melanerpes carolinus,Red-Bellied Woodpecker,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45896,GRSM-1347,GRSM,Great Smoky Mountains,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,Approved,Present,Native,Rare,Breeder,Least Concern,False
45898,GRSM-1349,GRSM,Great Smoky Mountains,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,True
45899,GRSM-1350,GRSM,Great Smoky Mountains,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Common,Breeder,Least Concern,False
45903,GRSM-1354,GRSM,Great Smoky Mountains,Procellariiformes,Hydrobatidae,Oceanodroma castro,Band-Rumped Storm-Petrel,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Least Concern,False
45905,GRSM-1356,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45906,GRSM-1357,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
45907,GRSM-1358,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
45908,GRSM-1359,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Rare,Breeder,Least Concern,False
45909,GRSM-1360,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Megascops asio,"Eastern Screech Owl, Eastern Screech-Owl",In Review,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
45910,GRSM-1361,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Otus asio,Eastern Screech-Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45911,GRSM-1362,GRSM,Great Smoky Mountains,Strigiformes,Strigidae,Strix varia,Barred Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
45912,GRSM-1363,GRSM,Great Smoky Mountains,Strigiformes,Tytonidae,Tyto alba,"Barn Owl, Common Barn-Owl",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
45914,GRSM-1365,GRSM,Great Smoky Mountains,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
52247,GRTE-1075,GRTE,Grand Teton,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52248,GRTE-1076,GRTE,Grand Teton,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52249,GRTE-1077,GRTE,Grand Teton,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52250,GRTE-1078,GRTE,Grand Teton,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Common,Breeder,Least Concern,False
52251,GRTE-1079,GRTE,Grand Teton,Accipitriformes,Accipitridae,Buteo lagopus,"Roughleg, Rough-Legged Buzzard, Rough-Legged Hawk",Approved,Present,Native,Uncommon,Migratory,Species of Concern,True
52252,GRTE-1080,GRTE,Grand Teton,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Not Confirmed,Unknown,Unknown,Unknown,Species of Concern,True
52253,GRTE-1081,GRTE,Grand Teton,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52256,GRTE-1084,GRTE,Grand Teton,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Common,Breeder,Species of Concern,True
52257,GRTE-1085,GRTE,Grand Teton,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Common,Breeder,In Recovery,True
52258,GRTE-1086,GRTE,Grand Teton,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Breeder,Species of Concern,True
52259,GRTE-1087,GRTE,Grand Teton,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",Approved,Present,Native,Common,Breeder,Species of Concern,True
52261,GRTE-1089,GRTE,Grand Teton,Anseriformes,Anatidae,Anas acuta,Northern Pintail,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52262,GRTE-1090,GRTE,Grand Teton,Anseriformes,Anatidae,Anas americana,American Wigeon,Approved,Present,Native,Common,Breeder,Least Concern,False
52263,GRTE-1091,GRTE,Grand Teton,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Approved,Present,Native,Common,Breeder,Least Concern,False
52264,GRTE-1092,GRTE,Grand Teton,Anseriformes,Anatidae,Anas crecca,"Eurasian Teal, Green-Winged Teal",Approved,Present,Native,Common,Breeder,Least Concern,False
52265,GRTE-1093,GRTE,Grand Teton,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal,Approved,Present,Native,Common,Breeder,Least Concern,False
52267,GRTE-1095,GRTE,Grand Teton,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52269,GRTE-1097,GRTE,Grand Teton,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52271,GRTE-1099,GRTE,Grand Teton,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,Approved,Present,Native,Common,Breeder,Least Concern,False
52272,GRTE-1100,GRTE,Grand Teton,Anseriformes,Anatidae,Aythya marila,Greater Scaup,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52274,GRTE-1102,GRTE,Grand Teton,Anseriformes,Anatidae,Branta bernicla,"Brant, Brant Goose, Brent Goose",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52275,GRTE-1103,GRTE,Grand Teton,Anseriformes,Anatidae,Branta canadensis,Canada Goose,Approved,Present,Native,Abundant,Breeder,Least Concern,False
52276,GRTE-1104,GRTE,Grand Teton,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,Approved,Present,Native,Common,Breeder,Least Concern,False
52277,GRTE-1105,GRTE,Grand Teton,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,Approved,Present,Native,Common,Breeder,Least Concern,False
52278,GRTE-1106,GRTE,Grand Teton,Anseriformes,Anatidae,Bucephala islandica,Barrow's Goldeneye,Approved,Present,Native,Common,Breeder,Least Concern,False
52279,GRTE-1107,GRTE,Grand Teton,Anseriformes,Anatidae,Chen caerulescens,"Blue Goose, Snow Goose",Approved,Present,Native,Rare,Migratory,Least Concern,False
52281,GRTE-1109,GRTE,Grand Teton,Anseriformes,Anatidae,Histrionicus histrionicus,Harlequin Duck,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52283,GRTE-1111,GRTE,Grand Teton,Anseriformes,Anatidae,Mergus merganser,Common Merganser,Approved,Present,Native,Common,Breeder,Least Concern,False
52284,GRTE-1112,GRTE,Grand Teton,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser,Approved,Present,Native,Uncommon,Resident,Least Concern,False
52285,GRTE-1113,GRTE,Grand Teton,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52290,GRTE-1118,GRTE,Grand Teton,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,Approved,Present,Native,Common,Breeder,Least Concern,False
52292,GRTE-1120,GRTE,Grand Teton,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52293,GRTE-1121,GRTE,Grand Teton,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,Approved,Present,Native,Common,Breeder,Least Concern,False
52294,GRTE-1122,GRTE,Grand Teton,Charadriiformes,Charadriidae,Pluvialis squatarola,"Black-Bellied Plover, Grey Plover",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52300,GRTE-1128,GRTE,Grand Teton,Charadriiformes,Laridae,Sterna antillarum,Least Tern,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False
52303,GRTE-1131,GRTE,Grand Teton,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Uncommon,Resident,Species of Concern,True
52304,GRTE-1132,GRTE,Grand Teton,Charadriiformes,Recurvirostridae,Himantopus mexicanus,"Ae'o, Black-Necked Stilt, Hawaiian Stilt",Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52305,GRTE-1133,GRTE,Grand Teton,Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet,Approved,Present,Native,Rare,Migratory,Least Concern,False
52307,GRTE-1135,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Calidris alba,Sanderling,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52308,GRTE-1136,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Calidris alpina,Dunlin,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52314,GRTE-1142,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Catoptrophorus semipalmatus,Willet,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52315,GRTE-1143,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Gallinago gallinago,Common Snipe,Approved,Present,Native,Common,Breeder,Least Concern,False
52318,GRTE-1146,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Numenius americanus,Long-Billed Curlew,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52319,GRTE-1147,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-Necked Phalarope,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52321,GRTE-1149,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52322,GRTE-1150,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52323,GRTE-1151,GRTE,Grand Teton,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Approved,Present,Native,Uncommon,Resident,Least Concern,False
52325,GRTE-1153,GRTE,Grand Teton,Columbiformes,Columbidae,Columba livia,"Common Pigeon, Rock Dove, Rock Pigeon",Approved,Present,Not Native,Occasional,Breeder,Least Concern,False
52327,GRTE-1155,GRTE,Grand Teton,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,Approved,Present,Native,Common,Breeder,Least Concern,False
52328,GRTE-1156,GRTE,Grand Teton,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher,Approved,Present,Native,Common,Breeder,Least Concern,False
52329,GRTE-1157,GRTE,Grand Teton,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Not Confirmed,Native,Unknown,Unknown,Threatened,True
52331,GRTE-1159,GRTE,Grand Teton,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
52332,GRTE-1160,GRTE,Grand Teton,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52333,GRTE-1161,GRTE,Grand Teton,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52334,GRTE-1162,GRTE,Grand Teton,Falconiformes,Falconidae,Falco rusticolus,Gyrfalcon,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
52335,GRTE-1163,GRTE,Grand Teton,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Approved,Present,Native,Common,Breeder,Least Concern,False
52336,GRTE-1164,GRTE,Grand Teton,Galliformes,Phasianidae,Bonasa umbellus,Ruffed Grouse,Approved,Present,Native,Common,Breeder,Least Concern,False
52337,GRTE-1165,GRTE,Grand Teton,Galliformes,Phasianidae,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
52338,GRTE-1166,GRTE,Grand Teton,Galliformes,Phasianidae,Dendragapus obscurus,Blue Grouse,Approved,Present,Native,Common,Breeder,Least Concern,False
52339,GRTE-1167,GRTE,Grand Teton,Galliformes,Phasianidae,Perdix perdix,"Gray Partridge, Grey Partridge",Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False
52340,GRTE-1168,GRTE,Grand Teton,Galliformes,Phasianidae,Phasianus colchicus,"Common Pheasant, Ring-Necked Pheasant",Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False
52341,GRTE-1169,GRTE,Grand Teton,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
52343,GRTE-1171,GRTE,Grand Teton,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Approved,Present,Native,Common,Breeder,Least Concern,False
52345,GRTE-1173,GRTE,Grand Teton,Gruiformes,Rallidae,Fulica americana,American Coot,Approved,Present,Native,Common,Breeder,Least Concern,False
52346,GRTE-1174,GRTE,Grand Teton,Gruiformes,Rallidae,Porzana carolina,Sora,Approved,Present,Native,Common,Breeder,Least Concern,False
