,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
13563,CAVE-1241,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13564,CAVE-1242,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13565,CAVE-1243,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13566,CAVE-1244,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13567,CAVE-1245,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13568,CAVE-1246,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13570,CAVE-1248,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pipilo erythrophthalmus,Eastern Towhee,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13571,CAVE-1249,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pipilo fuscus,Canyon Towhee,Approved,Present,Native,Unknown,Resident,Least Concern,False
13573,CAVE-1251,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13574,CAVE-1252,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13575,CAVE-1253,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella atrogularis,Black-Chinned Sparrow,Approved,Present,Native,Unknown,Resident,Least Concern,False
13578,CAVE-1256,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13579,CAVE-1257,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13582,CAVE-1260,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13583,CAVE-1261,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13584,CAVE-1262,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13586,CAVE-1264,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13589,CAVE-1267,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13590,CAVE-1268,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13594,CAVE-1272,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Approved,Present,Native,Unknown,Resident,Least Concern,False
13595,CAVE-1273,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13596,CAVE-1274,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
13597,CAVE-1275,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13600,CAVE-1278,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Unknown,Resident,Least Concern,False
13604,CAVE-1282,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13606,CAVE-1284,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Icterus galbula,Baltimore Oriole,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13610,CAVE-1288,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13612,CAVE-1290,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13616,CAVE-1294,CAVE,Carlsbad Caverns,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Unknown,Resident,Species of Concern,True
13617,CAVE-1295,CAVE,Carlsbad Caverns,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13618,CAVE-1296,CAVE,Carlsbad Caverns,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13621,CAVE-1299,CAVE,Carlsbad Caverns,Passeriformes,Mimidae,Toxostoma curvirostre,Curve-Billed Thrasher,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13623,CAVE-1301,CAVE,Carlsbad Caverns,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13624,CAVE-1302,CAVE,Carlsbad Caverns,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13626,CAVE-1304,CAVE,Carlsbad Caverns,Passeriformes,Paridae,Baeolophus ridgwayi,Juniper Titmouse,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13629,CAVE-1307,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13632,CAVE-1310,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13633,CAVE-1311,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13638,CAVE-1316,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica nigrescens,Black-Throated Gray Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13640,CAVE-1318,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13642,CAVE-1320,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13643,CAVE-1321,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13644,CAVE-1322,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13646,CAVE-1324,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13647,CAVE-1325,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13648,CAVE-1326,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13650,CAVE-1328,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Unknown,Resident,Species of Concern,True
13651,CAVE-1329,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Limnothlypis swainsonii,Swainson's Warbler,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13652,CAVE-1330,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13653,CAVE-1331,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Myioborus pictus,Painted Redstart,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13656,CAVE-1334,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13657,CAVE-1335,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Parula americana,Northern Parula,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13661,CAVE-1339,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Seiurus motacilla,Louisiana Waterthrush,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13662,CAVE-1340,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13663,CAVE-1341,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13664,CAVE-1342,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13669,CAVE-1347,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13673,CAVE-1351,CAVE,Carlsbad Caverns,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13674,CAVE-1352,CAVE,Carlsbad Caverns,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Present,Not Native,Unknown,Breeder,Least Concern,False
13675,CAVE-1353,CAVE,Carlsbad Caverns,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13678,CAVE-1356,CAVE,Carlsbad Caverns,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13679,CAVE-1357,CAVE,Carlsbad Caverns,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13682,CAVE-1360,CAVE,Carlsbad Caverns,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13683,CAVE-1361,CAVE,Carlsbad Caverns,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13684,CAVE-1362,CAVE,Carlsbad Caverns,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Unknown,Breeder,Least Concern,False
13687,CAVE-1365,CAVE,Carlsbad Caverns,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13688,CAVE-1366,CAVE,Carlsbad Caverns,Passeriformes,Troglodytidae,Cistothorus platensis,Sedge Wren,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13690,CAVE-1368,CAVE,Carlsbad Caverns,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Approved,Present,Native,Unknown,Resident,Least Concern,False
13691,CAVE-1369,CAVE,Carlsbad Caverns,Passeriformes,Troglodytidae,Thryothorus ludovicianus,Carolina Wren,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13692,CAVE-1370,CAVE,Carlsbad Caverns,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13693,CAVE-1371,CAVE,Carlsbad Caverns,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13694,CAVE-1372,CAVE,Carlsbad Caverns,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Unknown,Migratory,Least Concern,False
13695,CAVE-1373,CAVE,Carlsbad Caverns,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13696,CAVE-1374,CAVE,Carlsbad Caverns,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13698,CAVE-1376,CAVE,Carlsbad Caverns,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13701,CAVE-1379,CAVE,Carlsbad Caverns,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13702,CAVE-1380,CAVE,Carlsbad Caverns,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13703,CAVE-1381,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Camptostoma imberbe,Northern Beardless-Tyrannulet,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13704,CAVE-1382,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Unknown,Migratory,Species of Concern,True
13706,CAVE-1384,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,Approved,Present,Native,Unknown,Migratory,Least Concern,False
13707,CAVE-1385,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Contopus virens,Eastern Wood-Pewee,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13708,CAVE-1386,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Empidonax difficilis,Pacific-Slope Flycatcher,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
13710,CAVE-1388,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13712,CAVE-1390,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13713,CAVE-1391,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13714,CAVE-1392,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Empidonax wrightii,Gray Flycatcher,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13717,CAVE-1395,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13720,CAVE-1398,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
13721,CAVE-1399,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Sayornis nigricans,Black Phoebe,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13722,CAVE-1400,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13723,CAVE-1401,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13727,CAVE-1405,CAVE,Carlsbad Caverns,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13731,CAVE-1409,CAVE,Carlsbad Caverns,Passeriformes,Vireonidae,Vireo cassinii,Cassin's Vireo,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13734,CAVE-1412,CAVE,Carlsbad Caverns,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13735,CAVE-1413,CAVE,Carlsbad Caverns,Passeriformes,Vireonidae,Vireo griseus,White-Eyed Vireo,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13739,CAVE-1417,CAVE,Carlsbad Caverns,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13740,CAVE-1418,CAVE,Carlsbad Caverns,Passeriformes,Vireonidae,Vireo solitarius,Blue-Headed Vireo,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13741,CAVE-1419,CAVE,Carlsbad Caverns,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
13742,CAVE-1420,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Ardea alba,Great Egret,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13743,CAVE-1421,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13745,CAVE-1423,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Bubulcus ibis,Cattle Egret,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13746,CAVE-1424,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Butorides virescens,Green Heron,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13749,CAVE-1427,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Ixobrychus exilis,Least Bittern,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13750,CAVE-1428,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Nyctanassa violacea,Yellow-Crowned Night-Heron,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13751,CAVE-1429,CAVE,Carlsbad Caverns,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13752,CAVE-1430,CAVE,Carlsbad Caverns,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13753,CAVE-1431,CAVE,Carlsbad Caverns,Pelecaniformes,Threskiornithidae,Eudocimus albus,White Ibis,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13755,CAVE-1433,CAVE,Carlsbad Caverns,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13756,CAVE-1434,CAVE,Carlsbad Caverns,Piciformes,Picidae,Melanerpes carolinus,Red-Bellied Woodpecker,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13757,CAVE-1435,CAVE,Carlsbad Caverns,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,Approved,Present,Native,Unknown,Vagrant,Least Concern,False
13759,CAVE-1437,CAVE,Carlsbad Caverns,Piciformes,Picidae,Melanerpes lewis,Lewis's Woodpecker,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13760,CAVE-1438,CAVE,Carlsbad Caverns,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
13762,CAVE-1440,CAVE,Carlsbad Caverns,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13767,CAVE-1445,CAVE,Carlsbad Caverns,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13769,CAVE-1447,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True
13770,CAVE-1448,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True
13771,CAVE-1449,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13772,CAVE-1450,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Unknown,Breeder,Least Concern,False
13773,CAVE-1451,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Megascops asio,Eastern Screech-Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
13774,CAVE-1452,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Megascops kennicottii,Western Screech-Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13777,CAVE-1455,CAVE,Carlsbad Caverns,Strigiformes,Strigidae,Strix occidentalis,Spotted Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13778,CAVE-1456,CAVE,Carlsbad Caverns,Strigiformes,Tytonidae,Tyto alba,Barn Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
13779,CAVE-1457,CAVE,Carlsbad Caverns,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True
